PLAY #,EVENT,SCORE,CLOCK,QTR,HASH,YARD LN,FIELD ZONE,DN,DIST,SITUATION (O),SITUATION (AFTER),PLAY TYPE,RESULT,GN/LS,REDMEN OFF PLAY,OFF PLAY,OPRS,BACKFIELD,REC ALIGNMENT,MOTION,ARRIVE AT MESH,CONCEPT,PLAY FAMILY,PROTECTION,DPRS,DEF FRONT,FRONT TYPE,SHOW,STUNT,DOG,BLITZ,NBR,PRESSURE PATTERN,PSL - MOF,COVERAGE,COVERAGE ADJUST,QUICK,NED,NOSE,TEX,RUSH,END,WILL,OSCAR,MIKE,STAR,ODK
55,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-22,01:45,4,R,-18,BU,2,2,2+SHORT,AFTER RUN,Run,Rush,4,,,BIG,P,21,FLOAT,,OZ,6/7 BOSS,,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3TRAP,,MTL-54,MTL-89,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
56,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-22,01:30,4,L,-22,OF,1,10,C+10,AFTER RUN,Run,Rush,6,,,BIG,P,21,,,IZ,2/3 BOSS,,40 BASE,41 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,3,,MTL-54,MTL-89,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
57,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-22,01:15,4,L,-28,OF,2,4,2+MEDIUM,AFTER RUN,Run,Rush,6,,,BIG,P,11,,,GAP,4/5 TRUCK BOSS,,40 BASE,42 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3,,MTL-54,MTL-89,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
58,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-22,01:00,4,R,-34,OF,1,10,C+10,AFTER RUN,Run,Rush,3,,,BIG,P,21,FLOAT,,OZ,6/7 BOSS,,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,MATCH,,MTL-54,MTL-89,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
59,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-22,00:35,4,L,-37,OF,2,7,,,,,0,,QB KNEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
60,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-22,00:05,4,L,-38,OF,3,8,,,,,0,,QB KNEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
1,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-00,13:28,1,R,-36,OF,1,10,P+10,AFTER PUNT,Run,Rush,2,,,RAN,P,31,,,IZ,2/3 BOSS,,30 BASE,33 DBL FLEX,ODD,,STRIP,MAWB,,5,3 DOWN -- 5M,,3X,HBR,MTL-97,,MTL-98,,,MTL-94,MTL-02,MTL-19,MTL-50,MTL-05,D
2,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-00,12:50,1,R,-38,OF,2,8,2+LONG,AFTER RUN,Pass,Sack,-7,,CHEROKEE,REB,GS,23,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,RT+QN,,,4,4 DOWN -- 4R,,2 MAN,,MTL-97,MTL-98,,MTL-89,MTL-94,,MTL-19,,MTL-02,MTL-05,D
3,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-00,08:02,1,L,-20,OF,1,10,P+10,AFTER MISSED FG,Run,Rush,4,,,RAN,GS,41T,,,IZ,2/3 ZIMBA,,30 BASE,34,ODD,,MR,SCMB,,5,3 DOWN -- 5MF,,3,ROTATE,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
4,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-00,07:25,1,L,-24,OF,2,6,2+MEDIUM,AFTER RUN,Pass,Complete,19,,CHERRY,REB,GS,32,FLY,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
5,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-00,06:50,1,R,-43,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,0,,,BIG,P,21,,,GAP,4/5 TRACTOR,,40 BASE,41 EVEN,EVEN,,NQT,,,4,4 DOWN -- 4R,,1,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
6,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-00,06:15,1,R,-43,OF,2,10,2+LONG,AFTER RUN,Pass,Complete,51,,COUCH,RAN,GW,22,,,DROPBACK,,74/75,40 BASE,41 EVEN,EVEN,STING,BULLY,SCMAW3,FSD,8,4 DOWN -- 8MO,,0,,MTL-97,MTL-98,,MTL-54,MTL-94,,MTL-19,,MTL-02,MTL-05,D
7,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-00,05:40,1,L,16,GZ,1,10,C+10,AFTER EXPL. PASS,Pass,Incomplete,0,,,RAN,GW,22,AXE,,IZ,2/3 ZIMBA,,30 BASE,34,ODD,,MR,SCMB,,5,3 DOWN -- 5MF,,3,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
8,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-00,05:05,1,L,16,GZ,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Incomplete,0,,CORNER,RAN,GS,32 BUN,,,DROPBACK,,74/75,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3DC,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
9,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-03,02:43,1,R,-6,BU,1,10,P+10,AFTER PUNT,Pass,Incomplete,0,,QUICK,RAN,GS,3T2,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,NT,,,4,4 DOWN -- 4R,,4,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
10,MTL-OFF -- SHE-DEF,MTL-00 VS SHE-03,02:13,1,R,-6,BU,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Sack,-5,,HIGH LOW,REB,GW,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,RM,SCMB,,5,3 DOWN -- 5MF,,3 SPIN,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
11,MTL-OFF -- SHE-DEF,MTL-02 VS SHE-03,15:00,2,L,-10,BU,1,10,P+10,AFTER TURNOVER,Pass,Complete,12,,THIEF,REB,GS,23,,,DROPBACK,,60/61,30 BASE,34,ODD,STING,STRIP,MAOB,,5,3 DOWN -- 5M,,3,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
12,MTL-OFF -- SHE-DEF,MTL-02 VS SHE-03,14:30,2,L,-22,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Sack,-6,,FLOOD,RAN,P,4T1,,,IZ,2/3 BOSS,,30 BASE,34,ODD,,MR,SCMB,,5,3 DOWN -- 5MF,,3,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
13,MTL-OFF -- SHE-DEF,MTL-02 VS SHE-03,14:00,2,L,-16,OF,2,16,2+VERY LONG,AFTER SACK,Pass,Complete,4,,UNDER,REB,GW,23 BUN,,,DROPBACK,,60/61,40 BASE,41 OVER G,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,3DC,,MTL-97,MTL-95,,MTL-54,MTL-94,,MTL-19,,MTL-02,MTL-05,D
14,MTL-OFF -- SHE-DEF,MTL-03 VS SHE-03,09:51,2,R,-35,OF,1,10,P+10,AFTER ROUGE,Pass,Complete,5,,THIEF,RAN,GW,31,,,IZ,2/3 INSERT,,40 BASE,42 OUT,EVEN,,,,,4,4 DOWN -- 4R,,3TRAP,,MTL-98,MTL-89,,MTL-44,MTL-49,,MTL-19,,MTL-02,MTL-05,D
15,MTL-OFF -- SHE-DEF,MTL-03 VS SHE-03,09:25,2,L,-40,OF,2,5,2+MEDIUM,AFTER COMPLETE PASS,Pass,Sack,-2,,FLOOD,REB,GS,32,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,QN,,,4,4 DOWN -- 4R,,2 MAN,,MTL-44,MTL-89,,MTL-95,MTL-49,,MTL-19,,MTL-02,MTL-05,D
16,MTL-OFF -- SHE-DEF,MTL-04 VS SHE-03,06:45,2,L,-35,OF,1,10,P+10,AFTER PUNT,Run,Rush,2,,,BIG,P,32T,,,IZ,2/3 BOSS,,40 BASE,41 EVEN,EVEN,,NQT,,,4,4 DOWN -- 4R,,1,,MTL-54,MTL-89,,MTL-95,MTL-49,,MTL-19,,MTL-02,MTL-05,D
17,MTL-OFF -- SHE-DEF,MTL-04 VS SHE-03,06:15,2,L,-37,OF,2,8,2+LONG,AFTER RUN,Pass,Complete,4,,FLAT,RAN,GW,41,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,2 MAN,HBR,MTL-54,MTL-89,,MTL-95,MTL-49,,MTL-19,,MTL-02,MTL-05,D
18,MTL-OFF -- SHE-DEF,MTL-04 VS SHE-03,05:02,2,L,23,FZ,1,10,P+10,AFTER TURNOVER,Pass,Incomplete,0,,VERTICALS,REB,GS,23,,,SPRINT,,RED/BLUE,40 BASE,42 EVEN,EVEN,,TN,,,4,4 DOWN -- 4R,,3DC,,MTL-54,MTL-89,,MTL-95,MTL-49,,MTL-19,,MTL-02,MTL-05,D
19,MTL-OFF -- SHE-DEF,MTL-04 VS SHE-03,04:35,2,L,23,FZ,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Penalty,18,,APACHE,RAN,GS,13,,,DROPBACK,,60/61,30 BASE,34,ODD,,STRIP,MAOB,,5,3 DOWN -- 5M,,MATCHX,,MTL-54,,MTL-95,,,MTL-49,MTL-19,MTL-02,MTL-50,MTL-05,D
20,MTL-OFF -- SHE-DEF,MTL-04 VS SHE-03,04:10,2,L,5,RZ,1,5,C+GOAL,AFTER PENALTY,Pass,"Complete, TD",5,,COUCH,RAN,GS,23T,,,SPRINT,,RED/BLUE,40 BASE,42 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,11,,MTL-54,MTL-95,,MTL-89,MTL-49,,MTL-19,,MTL-02,MTL-05,D
21,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,01:03,2,L,-35,OF,1,10,P+10,AFTER ROUGE,Pass,Complete,8,,STICK,RAN,GS,41 BUN,,,DROPBACK,,60/61,40 BASE,42 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-49,MTL-98,,MTL-94,MTL-54,,MTL-19,,MTL-02,MTL-05,D
22,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,00:35,2,R,-43,OF,2,2,2+SHORT,AFTER COMPLETE PASS,Pass,Sack,-3,,THIEF,RAN,GW,23,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,11,,MTL-49,MTL-94,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
23,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,10:03,3,R,-19,BU,1,10,P+10,AFTER TURNOVER,Run,Rush,6,,,BIG,P,21,,,GAP,4/5 TRACTOR,,40 BASE,41 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,0,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
24,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,09:30,3,R,-25,OF,2,4,2+MEDIUM,AFTER RUN,Pass,Sack,-2,,STICK,RAN,GS,41 BUN,,,DROPBACK,,60/61,30 BASE,33 STACK,ODD,,,,,3,3 DOWN -- 3R,,3CSX,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
25,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,07:12,3,R,-21,OF,1,10,P+10,AFTER PUNT,Pass,Complete,7,,,RAN,P,32 BUN,,,GAP,4/5 TRAIN,,30 BASE,33 STACK,ODD,,NO,OA,,4,3 DOWN -- 4M,,3DC,,MTL-97,,MTL-98,,,MTL-94,MTL-19,,MTL-02,MTL-05,D
26,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,06:35,3,R,-28,OF,2,3,2+MEDIUM,AFTER COMPLETE PASS,Pass,Complete,-1,,CHERRY,REB,GW,32,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,NQT,,,4,4 DOWN -- 4R,,3DC,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
27,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,04:01,3,R,-20,OF,1,10,P+10,AFTER PUNT,Pass,Incomplete,0,,FLOOD,RAN,GS,31T,,,SPRINT,,RED/BLUE,30 BASE,33 STACK,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-49,,MTL-95,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
28,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,03:30,3,R,-20,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Complete,22,,CORNER,RAN,GW,22,,,DROPBACK,,74/75,30 BASE,34,ODD,,MR,SCMB,,5,3 DOWN -- 5MF,,3 SPIN,,MTL-49,,MTL-95,,,MTL-54,MTL-19,MTL-02,MTL-02,MTL-05,D
29,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,03:00,3,R,-42,OF,1,10,C+10,AFTER EXPL. PASS,Run,Rush,5,,,RAN,P,41T,AXE,,IZ,2/3 ZIMBA,,30 BASE,33 DBL FLEX,ODD,,ST BNG,SCW1,,5,3 DOWN -- 5MF,,3,,MTL-49,,MTL-95,,,MTL-54,MTL-02,MTL-19,MTL-50,MTL-05,D
30,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,02:30,3,R,-47,OF,2,5,2+MEDIUM,AFTER RUN,Pass,Complete,11,,,REB,GS,41,,,IZ,2/3 ZIMBA,,30 BASE,34,ODD,STING,STRIP,SCMAOBW3,,5,3 DOWN -- 5O (DROPS),,0,HBR,MTL-49,,MTL-95,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
31,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,02:00,3,R,52,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,1,,,REB,P,32 BUN,,,GAP,4/5 TRAIN,,40 BASE,41 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,MATCH,,MTL-49,MTL-95,,MTL-44,MTL-54,,MTL-19,,MTL-02,MTL-04,D
32,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,01:30,3,M,51,OF,2,9,2+LONG,AFTER RUN,Pass,Incomplete,0,,CHEROKEE,REB,P,32,AXE,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,2 MAN,,MTL-49,MTL-95,,MTL-44,MTL-54,,MTL-19,,MTL-02,MTL-05,D
33,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,13:28,4,R,-53,OF,1,10,P+10,AFTER TURNOVER,Run,Rush,8,,,RAN,GS,23,AXE,,UTILITY,8/9 TEX,,40 BASE,41 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,MATCH,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
34,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-10,12:55,4,R,49,OF,2,2,2+SHORT,AFTER RUN,Pass,Sack,-3,,SEAM,RAN,GW,23,FLY,,DROPBACK,,76/77,40 BASE,41 EVEN,EVEN,,RT+QN,,,4,4 DOWN -- 4R,,3DC,,MTL-49,MTL-98,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
35,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,10:39,4,L,-35,OF,1,10,P+10,AFTER SAFETY,Run,Rush,7,,,BIG,P,21,,,IZ,2/3 BOSS,,40 BASE,41 EVEN,EVEN,,NQT,,,4,4 DOWN -- 4R,,0,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
36,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,10:05,4,R,-42,OF,2,3,2+MEDIUM,AFTER RUN,Run,Rush,0,,,REB,GS,41,,,IZ,2/3 ZIMBA,,40 BASE,41 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,10,,MTL-49,MTL-98,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
37,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,07:50,4,L,-15,BU,1,10,P+10,AFTER PUNT,Run,Rush,6,,,REB,P,32 BUN,,,IZ,2/3 ZAP,,40 BASE,41 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,MATCH,,MTL-49,MTL-95,,MTL-54,MTL-44,,MTL-19,,MTL-02,MTL-05,D
38,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,07:10,4,R,-21,OF,2,4,2+MEDIUM,AFTER RUN,Run,Rush,4,,TRAIN BASH,RAN,GS,23,,,GAP,4/5 TRAIN,,40 BASE,41 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-49,MTL-95,,MTL-54,MTL-44,,MTL-19,,MTL-02,MTL-05,D
39,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,06:30,4,M,-25,OF,1,10,C+10,AFTER RUN,Run,Rush,12,,,BIG,P,21,,,IZ,2/3 BOSS,,40 BASE,41 OUT,EVEN,,NQT,,,4,4 DOWN -- 4R,,1,,MTL-49,MTL-54,,MTL-95,MTL-44,,MTL-19,,MTL-02,MTL-05,D
40,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,05:50,4,R,-37,OF,1,10,C+10,AFTER EXPL. RUN,Run,Rush,0,,,BIG,P,41T,,,IZ,2/3 BOSS,,40 BASE,42 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
41,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,05:10,4,R,-37,OF,2,10,2+LONG,AFTER RUN,Pass,Sack,-2,,COUCH,REB,GW,23,ZIP,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,2 MAN,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
42,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,02:06,4,M,-24,OF,1,10,P+10,AFTER TURNOVER,Run,Rush,4,,,RAN,GS,13,,,IZ,2/3 WHAM,,40 BASE,41 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
43,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,02:00,4,M,-28,OF,2,6,2+MEDIUM,AFTER RUN,Pass,Incomplete,0,,,REB,P,32,,,DROPBACK,,60/61,40 BASE,41 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,11P,,MTL-49,MTL-98,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
44,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,01:04,4,M,-42,OF,1,10,P+10,AFTER TURNOVER,Run,Rush,19,,,BIG,P,21,,,IZ,2/3 BOSS,,40 BASE,41 EVEN,EVEN,,DBL BNG,SCW3,,4,4 DOWN -- 4O (DROPS),,MATCH,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
45,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,00:35,4,L,49,OF,1,10,C+10,AFTER EXPL. RUN,Run,Rush,4,,,RAN,P,23 BUN,,,IZ,2/3 BOSS,,40 BASE,42 GIANTS,EVEN,,,MA,,5,4 DOWN -- 5M,,0,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
46,MTL-OFF -- SHE-DEF,MTL-05 VS SHE-12,00:10,4,L,45,OF,2,6,2+MEDIUM,AFTER RUN,Run,Rush,0,,,BIG,P,12,,,OZ,6/7 BOSS,,40 BASE,42 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,0,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
1,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-00,11:06,1,L,-35,OF,1,10,P+10,AFTER MISSED FG,Pass,Penalty,-10,Four L Samurai Z Flash Indi,RAM,RAN,P,41,,,DROPBACK,,60/61,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
2,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-00,10:35,1,L,-25,OF,1,20,1+VERY LONG,AFTER PENALTY,Run,Rush,8,W To Cash L Squeeze Good Sweep,,RAN,GW,32,FLY,,OZ,6/7,,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
3,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-00,10:05,1,R,-33,OF,2,12,2+VERY LONG,AFTER RUN,Pass,Scramble,1,Chewy L Flip Samurai X Spear,TRIPLEX,RAN,GW,32,WALTZ,,DROPBACK,,60/61,30 BASE,34,ODD,STING,BULLY,SCMAO1W3,,7,3 DOWN -- 7MO,,0,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
4,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,04:07,1,M,-40,OF,1,10,P+10,AFTER KO - TD,Run,Rush,3,W To Cash L Squeeze Bad Dash,,RAN,GS,23,FLY,,GAP,4/5 TRAIN,,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,4WK SKY,,MTL-94,MTL-97,,MTL-98,MTL-99,,MTL-19,,MTL-02,MTL-05,D
5,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,03:35,1,R,-43,OF,2,7,2+LONG,AFTER RUN,Pass,Complete,5,Cash L Roll Boat,FLOOD,RAN,P,32,,,SPRINT,,68/69,40 BASE,41 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,11P,,MTL-94,MTL-98,,MTL-97,MTL-99,,MTL-19,,MTL-02,MTL-05,D
6,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,03:05,1,M,-48,OF,2,2,2+SHORT,AFTER COMPLETE PASS,Pass,Penalty,10,(QB Arm) Trashers L Y Motion Bad Zone Split Roll,,BIG,P,2T1,,,SY,,LEAD KEEP,40 BASE,GAPS,EVEN,M-JET W-JET,,MCW3,,6,4 DOWN -- 6O,,10,,MTL-94,MTL-97,,MTL-98,MTL-99,,MTL-19,,MTL-02,MTL-05,D
7,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,02:35,1,R,52,OF,1,10,C+10,AFTER PENALTY,Run,Rush,3,W To Cash L Squeeze Good Zone,,GW,P,32,FLY,,OZ,6/7,,40 BASE,41 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,4WK SKY,,MTL-94,MTL-97,,MTL-98,MTL-99,,MTL-19,,MTL-02,MTL-05,D
8,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,02:05,1,R,49,OF,2,7,2+LONG,AFTER RUN,Pass,Incomplete,0,Cash L Samurai Y Knife Alt H Stick,BOB,RAN,GW,32,,,DROPBACK,,60/61,40 BASE,41 OVER G,EVEN,M-MUG,,,,4,4 DOWN -- 4R,,2 MAN,,MTL-94,MTL-97,,MTL-98,MTL-99,,MTL-19,,MTL-02,MTL-05,D
9,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,14:20,2,R,-36,OF,1,10,P+10,AFTER PUNT,Pass,Scramble,10,H To Drummond L Blue Winter Twig,OUTLAW,RAN,SPLIT,22,FLY,,DROPBACK,,74/75,40 BASE,42 UNDER G,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-94,MTL-89,,MTL-97,MTL-99,,MTL-19,,MTL-02,MTL-05,D
10,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,14:06,2,L,-46,OF,1,10,C+10,AFTER QB SCRAMBLE,Pass,Complete,12,W To Cash L Squeeze Samurai Y Spin,CHEROKEE,RAN,GW,32,FLY,,DROPBACK,,60/61,40 BASE,42 OUT,EVEN,,,,,4,4 DOWN -- 4R,,4WK SKY,,MTL-94,MTL-89,,MTL-97,MTL-99,,MTL-19,,MTL-02,MTL-05,D
11,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,13:26,2,L,52,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,9,H To Drummond L Good Blast,,RAN,SPLIT,22,FLY,,IZ,2/3 WHAM,,40 BASE,41 EVEN,EVEN,,NT,,,4,4 DOWN -- 4R,,3DC,,MTL-94,MTL-89,,MTL-97,MTL-99,,MTL-19,,MTL-02,MTL-05,D
12,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,12:46,2,R,43,OF,2,1,2+SHORT,AFTER RUN,Pass,Incomplete,0,Tango To Flat L Storm W Jewel,WHEEL,RAN,,4T1,TANGO,,DROPBACK,,SCAT 50/51,40 BASE,41 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,MAN,,MTL-94,MTL-89,,MTL-97,MTL-99,,MTL-19,,MTL-02,MTL-05,D
13,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,12:32,2,R,43,OF,3,1,3+SHORT,AFTER INCOMPLETE PASS,Pass,Incomplete,0,Tango To Flat L Storm H Drive,RUB FLAT,RAN,,31T,TANGO,,DROPBACK,,SCAT 50/51,40 BASE,GAPS,EVEN,M-JET W-JET,,MC,,5,4 DOWN -- 5F,,0,,MTL-94,MTL-89,,MTL-98,MTL-97,,MTL-19,,MTL-02,MTL-05,D
14,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,11:41,2,L,-41,OF,1,10,P+10,AFTER TURNOVER,Run,Rush,8,W To Drummond L Good Veer,,RAN,SPLIT,22,FLY,,GAP,4/5 HYDRO,,40 BASE,41 OUT,EVEN,,,,,4,4 DOWN -- 4R,,4WK SKY,,MTL-94,MTL-89,,MTL-97,MTL-99,,MTL-19,,MTL-02,MTL-05,D
15,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,11:04,2,R,-49,OF,2,2,2+SHORT,AFTER RUN,Run,Rush,5,Tango To Flat L Good Counter,,RAN,GW,31T,,,GAP,4/5 TRAIN,,40 BASE,42 UNDER G,EVEN,,,,,4,4 DOWN -- 4R,,11,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
16,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,10:34,2,R,-54,OF,1,10,C+10,AFTER RUN,Pass,Sack,0,W To Cash L Squeeze Warrior X Branch,TRIPLEX,RAN,GS,32,FLY,,DROPBACK,,60/61,40 BASE,41 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,4WK SKY,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
